origin,destination
"51.57631430000001, -0.10745340000000714","51.36722590000004, -0.30187030000000464"
"51.41761770000037, -0.33816100000002536","51.62507340000007, 0.026762499999996452"
"51.641075500000206, -0.33005029999999824","51.421584000000145, -0.10544780000000242"
"51.59937020000036, -0.1504734999999939","51.32278210000013, -0.21754200000000512"
"51.60190539999988, -0.19691250000000002","51.38280769999983, -0.11245579999999755"
"51.479919599999974, -0.11013499999999314","51.314815500000066, 0.04559359999999639"
"51.41191530000002, 0.01600030000000336","51.42952769999982, -0.49323989999998785"
"51.37923169999998, -0.19144220000001919","51.61307260000014, -0.08478060000000089"
"51.35039970000016, -0.19654739999999205","51.5800613000001, -0.1537788000000006"
"51.39563809999974, -0.01672390000000441","51.39464420000011, -0.4064969999999937"
"51.64827730000008, 0.0011638000000003753","51.463999200000565, -0.30010079999999917"
"51.481346099999676, -0.2661545000000006","51.35258789999975, 0.03703309999999324"
"51.32469460000007, -0.23227320000000062","51.54021400000007, -0.14567259999999763"
"51.42512630000025, -0.026881900000002245","51.45086359999993, -0.3804118999999865"
"51.558594599999765, -0.12725609999999685","51.34505959999994, -0.2594403000000025"
"51.507253299999974, 0.17567269999999816","51.464387200000196, -0.15984620000000238"
"51.43557630000032, -0.44508260000000155","51.423583999999906, 0.003913400000004283"
"51.29313480000008, -0.20648989999999645","51.52674130000014, -0.22645260000000939"
"51.41319999999981, -0.10797099999999524","51.549607499999894, -0.4233643999999985"
"51.39737450000004, -0.45220390000000094","51.50085549999991, -0.12198070000000487"
"51.47584290000007, -0.18890500000000182","51.46748289999994, 0.18404890000000307"
"51.59352389999994, -0.07354560000000912","51.43185219999989, -0.36807989999997776"
"51.364300899999854, -0.3959010999999985","51.51572260000043, -0.07221499999998862"
"51.34825630000006, -0.16563369999998434","51.579502400000166, -0.2792366000000041"
"51.50176160000002, -0.1841564000000052","51.54613299999986, 0.16760579999999842"
"51.42636249999984, -0.042211499999995766","51.54504419999988, -0.34799810000000164"
"51.342264499999956, -0.1990601000000092","51.634253800000174, -0.23678170000002208"
"51.340663300000095, -0.3696790000000003","51.539255400000016, -0.13023189999999918"
"51.612453199999976, -0.06955939999998235","51.36024850000004, -0.3345659000000032"
"51.49604960000214, -0.3413890000000022","51.37960420000005, -0.06605690000000053"
"51.34204179999987, -0.21318940000000675","51.649172299999904, -0.17229139999998805"
"51.43260309999995, -0.1345406999999982","51.4556466999998, 0.2116544000000073"
"51.49550080000012, -0.06023409999999633","51.40484460000001, -0.4198492999999971"
"51.59505970000003, 0.03657910000000042","51.38396460000055, -0.26850509999998545"
"51.604413100000194, -0.10134910000000458","51.360857200000034, -0.21061270000000146"
"51.52643950000001, 0.1648898000000118","51.47453770000009, -0.17351150000000287"
