origin,destination
"37.60518429999999, -8.57860209999994","37.42286739999993, -8.778855100000005"
"37.245518399999874, -7.576232600000027","37.067733400000066, -7.735581199999977"
"40.04098500000032, -8.607444300000038","39.54884320000009, -8.949948699999998"
"37.22676600000022, -7.560324400000025","37.060923899999885, -7.736875000000007"
"39.51235769999977, -8.991598299999985","39.98771880000001, -8.612397799999906"
"37.36419750000007, -8.523666100000003","37.12913249999996, -8.55193119999998"
"39.40836759999997, -9.009604399999999","39.89135220000005, -8.645709800000043"
"37.333952699999884, -8.5098344","37.114214000000146, -8.499689400000017"
"39.864389999999986, -8.702273000000005","39.41017329999983, -9.035517699999852"
"39.9543759000002, -8.62990139999994","39.42091480000002, -8.997584799999993"
"41.36731500000019, -8.5887263","41.527499900000066, -8.232061199999947"
"39.46842480000013, -8.951381899999978","39.986108100000045, -8.628986000000035"
"41.8241569999999, -8.557576999999972","41.75205929999998, -8.872974999999936"
"39.298247, -9.024970300000001","39.298302400000004, -9.117668"
"38.6986433, -9.3727061","38.743132, -9.3285715"
"41.4435555, -8.5038215","41.4441222, -8.383735900000001"
"39.3048921, -8.9744917","39.385926700000006, -8.974471900000001"
"39.3685114, -9.2157108","39.3075654, -9.2765561"
"39.6439017, -8.785874100000001","39.6438639, -8.698706000000001"
"39.4301326, -9.1946476","39.367149000000005, -9.1947843"
"39.5303659, -8.8016466","39.607475400000006, -8.8017059"
"39.460862000000006, -9.124557600000001","39.3942342, -9.0584782"
"39.5767844, -9.067017700000001","39.4836307, -9.0668737"
"39.7074378, -8.7879205","39.651407, -8.732156"
"39.6448011, -8.8159095","39.706758900000004, -8.754213400000001"
"39.4354273, -9.1645377","39.3843162, -9.215088900000001"
"41.2799453, -8.368990400000001","41.3739628, -8.3687752"
"40.4919002, -8.5554252","40.3931115, -8.4565821"
"39.5058936, -8.925871200000001","39.505907, -9.0460141"
"39.3649331, -9.3241344","39.2902785, -9.2497573"
"39.380799200000006, -9.0662369","39.4535836, -9.065759400000001"
"39.6032518, -9.0650242","39.683741700000006, -8.984168200000001"
"41.6674267, -8.8016398","41.7386806, -8.8725219"
"38.977841600000005, -9.4194227","39.0436029, -9.3536218"
