origin,destination
"16.320026099999986, 81.73649720000013","16.372841800000046, 81.82892619999984"
"25.26660320000007, 83.07305469999994","25.28997680000001, 82.98687200000026"
"24.894966500000113, 79.56112269999949","24.89549150000002, 79.64737359999984"
"28.984491900000002, 73.61658580000007","29.016993600000006, 73.69321960000016"
"13.31712299999992, 76.54621009999985","13.382980999999925, 76.5746314999999"
"25.969036700000018, 72.75687170000018","25.951187700000023, 72.80941630000005"
"26.80205139999999, 80.85649880000005","26.810853900000016, 80.92903160000108"
"25.319756300000027, 83.0077071000005","25.35741429999993, 82.9420951"
"30.918024899999875, 78.37033799999992","30.975563799999925, 78.43965640000015"
"17.593868200000077, 80.31615509999972","17.567932800000072, 80.16482899999971"
"19.897629400000003, 85.78268319999974","19.917869599999985, 85.71844209999955"
"23.25808780000013, 87.02455410000005","23.23592700000005, 87.09260829999921"
"11.838155799999944, 79.7624416","11.902717299999999, 79.81254650000005"
"31.612920000000038, 74.96286840000013","31.58941790000003, 74.84949339999982"
"12.275191100000072, 75.14920419999964","12.212291599999947, 75.11557890000016"
"19.29375540000003, 84.95183690000049","19.356649999999988, 84.94131429999969"
"13.074921400000079, 80.29215220000003","13.017892099999916, 80.27177160000056"
"29.95660400000004, 77.54953520000053","29.895103699999865, 77.5239306999998"
"23.317897200000107, 88.64480970000018","23.311493400000025, 88.69933779999954"
"23.55177009999982, 87.3122373999995","23.53093370000004, 87.23992109999998"
"28.39477509999981, 77.0481798999993","28.492395500000114, 77.01970150000022"
"29.02590399999985, 77.6501011999999","29.01817489999998, 77.75980220000037"
"16.665845700000038, 82.0974613000003","16.71568414999991, 82.20121550000029"
"27.91566970000002, 78.0238275000002","27.89477740000009, 78.09542550000033"
"18.599046699999978, 73.88812500000009","18.6309569, 73.82073420000002"
"23.275682699999894, 88.71078280000005","23.20917739999999, 88.75450549999991"
"16.49941569999998, 81.95934720000005","16.438692699999987, 81.91332249999985"
"17.985436399999998, 79.55211459999998","18.066637700000108, 79.52261580000017"
"28.775421199999894, 77.3351189000005","28.74686209999993, 77.27799830000004"
"17.47926700000016, 78.34488539999984","17.429949999999824, 78.39325319999992"
"13.034505600000001, 77.49875250000026","12.986308700000038, 77.52952730000013"
"23.287474900000024, 77.41784280000036","23.252014699999986, 77.48559819999963"
"25.61040289999994, 85.09392870000026","25.64970290000003, 84.99196169999995"
"14.24134920000002, 75.68274599999994","14.209547999999968, 75.74363860000034"
"26.059125999999996, 76.33605380000003","25.994513199999965, 76.3501925000001"
"15.376827100000012, 73.9285872999999","15.362788800000086, 73.84742159999989"
"20.46510140000017, 85.07563620000037","20.500223800000146, 84.99656740000032"
"29.017150400000006, 73.59664640000015","28.983570000000004, 73.63899630000006"
"22.1701509999999, 88.07187210000008","22.2012046999999, 87.98912670000004"
"30.961813299999942, 78.43008220000046","30.90643089999999, 78.34622230000016"
"14.636923000000001, 77.61032679999991","14.71584029999993, 77.61373919999997"
