origin,destination
"55.687974100000105, 21.198950099999976","55.72980720000046, 21.107300300000077"
"54.70626879999991, 25.448109600000063","54.63755199999994, 25.38746230000005"
"55.91233560000121, 23.237570800000093","55.84939150000006, 23.341955700000028"
"54.74034470000031, 25.384061500000133","54.659081400000126, 25.372535099999915"
"55.75412050000026, 24.33466899999996","55.698502300000165, 24.49278210000003"
"54.74174250000029, 23.965481299999887","54.895327900000154, 23.99564019999995"
"55.7138500999997, 24.34915259999999","55.78856609999987, 24.407274400000055"
"55.649231900000025, 21.16385319999999","55.68892900000046, 21.252714700000073"
"54.96569830000029, 24.055083500000002","54.86520500000002, 23.94029200000001"
"54.74080690000021, 25.448058799999938","54.64049540000002, 25.315845500000002"
"56.242419899999895, 24.523190300000117","56.1773086000002, 24.572299499999943"
"55.58149340000002, 21.241689600000026","55.53507519999992, 21.341913300000005"
"55.92774700000007, 23.239616499999958","55.867824199999816, 23.335063600000147"
"54.019204000000535, 23.952297899999945","54.07960779999993, 23.968247000000044"
"54.963226800000136, 23.753383500000112","54.96695139999985, 23.94757820000001"
"54.88965120000015, 23.71192379999994","54.85766310000105, 23.886810799999978"
"54.51246810000023, 24.965391299999926","54.5122795000004, 24.76554239999988"
"54.771591200000124, 25.330821399999955","54.71829879999985, 25.167130099999962"
"55.67210590000052, 24.43505109999988","55.77524570000031, 24.320872199999965"
"55.891638399999934, 23.181360400000017","55.87927799999988, 23.39870240000004"
"54.92885459999991, 23.873697200000013","54.955619100000284, 23.71612150000003"
"55.86856190000011, 23.360942400000035","55.963310600000085, 23.313073399999944"
"54.71195569999998, 25.307686800000038","54.61870450000042, 25.3119272999999"
"54.64242080000079, 25.26450619999992","54.70909760000008, 25.395588700000012"
"54.60563000000006, 25.402389200000066","54.70902679999988, 25.430145400000047"
"54.748024399999984, 25.170029699999994","54.73995090000036, 25.359127300000118"
"55.88891930000015, 23.287281399999888","55.94845830000004, 23.381020800000062"
"54.607035500000165, 23.058761800000003","54.68794660000004, 23.027951500000007"
"55.72998049999975, 21.09011200000006","55.79856499999994, 21.19843130000007"
"54.85684710000006, 23.851839400000014","54.77314920000024, 23.77114649999999"
"55.63875480000004, 21.29228729999995","55.64967670000007, 21.197444199999993"
"54.74264800000011, 25.138556100000088","54.75234000000001, 25.330402399999972"
"55.34138710000037, 23.992957999999923","55.241924499999996, 23.960794200000095"
"54.92083840000017, 23.802207899999942","54.863955200000134, 23.993787899999973"
"55.739126900000265, 21.143448599999953","55.66741899999973, 21.18043109999994"
